html,is_article
"<a class=""header__nav-item-link"" data-zjs=""click"" data-zjs-component_id=""https://www.cnn.com/sports"" data-zjs-component_text=""Sports"" data-zjs-component_type=""link"" data-zjs-container_id=""cms.cnn.com/_components/header/instances/cnn-v1@published"" data-zjs-container_type=""navigation"" data-zjs-destination_url=""https://www.cnn.com/sports"" data-zjs-navigation-location=""header"" data-zjs-navigation-type=""main"" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""https://www.cnn.com/sports"">
                  
                  Sports
                </a>",0
"<a class=""header__nav-item-link"" data-zjs=""click"" data-zjs-component_id=""https://www.cnn.com/cnn-underscored"" data-zjs-component_text=""Underscored"" data-zjs-component_type=""link"" data-zjs-container_id=""cms.cnn.com/_components/header/instances/cnn-v1@published"" data-zjs-container_type=""navigation"" data-zjs-destination_url=""https://www.cnn.com/cnn-underscored"" data-zjs-navigation-location=""header"" data-zjs-navigation-type=""main"" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""https://www.cnn.com/cnn-underscored"">
                  
                  Underscored
                </a>",0
"<a class=""header__nav-item-link header__nav-more-link header__nav-button"" data-zjs=""click"" data-zjs-component_id=""more_dropdown"" data-zjs-component_text=""More"" data-zjs-component_type=""link"" data-zjs-container_id=""cms.cnn.com/_components/header/instances/cnn-v1@published"" data-zjs-container_type=""navigation"" data-zjs-destination_url="""" data-zjs-navigation-location=""header"" data-zjs-navigation-type=""main"" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" id=""moreDropdown"">
                  More
                </a>",0
"<a class=""header__nav-item-dropdown-item"" data-zjs=""click"" data-zjs-component_id=""https://www.cnn.com/us"" data-zjs-component_text=""US"" data-zjs-component_type=""link"" data-zjs-container_id="""" data-zjs-container_type=""navigation"" data-zjs-destination_url=""https://www.cnn.com/us"" data-zjs-navigation-location=""header"" data-zjs-navigation-type=""main"" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""https://www.cnn.com/us"">
                    US
                  </a>",0
"<a class=""header__nav-item-dropdown-item"" data-zjs=""click"" data-zjs-component_id=""https://www.cnn.com/world"" data-zjs-component_text=""World"" data-zjs-component_type=""link"" data-zjs-container_id="""" data-zjs-container_type=""navigation"" data-zjs-destination_url=""https://www.cnn.com/world"" data-zjs-navigation-location=""header"" data-zjs-navigation-type=""main"" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""https://www.cnn.com/world"">
                    World
                  </a>",0
"<a class=""header__nav-item-dropdown-item"" data-zjs=""click"" data-zjs-component_id=""https://www.cnn.com/politics"" data-zjs-component_text=""Politics"" data-zjs-component_type=""link"" data-zjs-container_id="""" data-zjs-container_type=""navigation"" data-zjs-destination_url=""https://www.cnn.com/politics"" data-zjs-navigation-location=""header"" data-zjs-navigation-type=""main"" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""https://www.cnn.com/politics"">
                    Politics
                  </a>",0
"<a class=""header__nav-item-dropdown-item"" data-zjs=""click"" data-zjs-component_id=""https://www.cnn.com/business"" data-zjs-component_text=""Business"" data-zjs-component_type=""link"" data-zjs-container_id="""" data-zjs-container_type=""navigation"" data-zjs-destination_url=""https://www.cnn.com/business"" data-zjs-navigation-location=""header"" data-zjs-navigation-type=""main"" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""https://www.cnn.com/business"">
                    Business
                  </a>",0
"<a class=""header__nav-item-dropdown-item"" data-zjs=""click"" data-zjs-component_id=""https://www.cnn.com/opinions"" data-zjs-component_text=""Opinion"" data-zjs-component_type=""link"" data-zjs-container_id="""" data-zjs-container_type=""navigation"" data-zjs-destination_url=""https://www.cnn.com/opinions"" data-zjs-navigation-location=""header"" data-zjs-navigation-type=""main"" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""https://www.cnn.com/opinions"">
                    Opinion
                  </a>",0
"<a class=""header__nav-item-dropdown-item"" data-zjs=""click"" data-zjs-component_id=""https://www.cnn.com/health"" data-zjs-component_text=""Health"" data-zjs-component_type=""link"" data-zjs-container_id="""" data-zjs-container_type=""navigation"" data-zjs-destination_url=""https://www.cnn.com/health"" data-zjs-navigation-location=""header"" data-zjs-navigation-type=""main"" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""https://www.cnn.com/health"">
                    Health
                  </a>",0
"<a class=""header__nav-item-dropdown-item"" data-zjs=""click"" data-zjs-component_id=""https://www.cnn.com/entertainment"" data-zjs-component_text=""Entertainment"" data-zjs-component_type=""link"" data-zjs-container_id="""" data-zjs-container_type=""navigation"" data-zjs-destination_url=""https://www.cnn.com/entertainment"" data-zjs-navigation-location=""header"" data-zjs-navigation-type=""main"" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""https://www.cnn.com/entertainment"">
                    Entertainment
                  </a>",0
"<a class=""header__nav-item-dropdown-item"" data-zjs=""click"" data-zjs-component_id=""https://www.cnn.com/style"" data-zjs-component_text=""Style"" data-zjs-component_type=""link"" data-zjs-container_id="""" data-zjs-container_type=""navigation"" data-zjs-destination_url=""https://www.cnn.com/style"" data-zjs-navigation-location=""header"" data-zjs-navigation-type=""main"" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""https://www.cnn.com/style"">
                    Style
                  </a>",0
"<a class=""header__nav-item-dropdown-item"" data-zjs=""click"" data-zjs-component_id=""https://www.cnn.com/travel"" data-zjs-component_text=""Travel"" data-zjs-component_type=""link"" data-zjs-container_id="""" data-zjs-container_type=""navigation"" data-zjs-destination_url=""https://www.cnn.com/travel"" data-zjs-navigation-location=""header"" data-zjs-navigation-type=""main"" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""https://www.cnn.com/travel"">
                    Travel
                  </a>",0
"<a class=""header__nav-item-dropdown-item"" data-zjs=""click"" data-zjs-component_id=""https://www.cnn.com/sports"" data-zjs-component_text=""Sports"" data-zjs-component_type=""link"" data-zjs-container_id="""" data-zjs-container_type=""navigation"" data-zjs-destination_url=""https://www.cnn.com/sports"" data-zjs-navigation-location=""header"" data-zjs-navigation-type=""main"" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""https://www.cnn.com/sports"">
                    Sports
                  </a>",0
"<a class=""header__nav-item-dropdown-item"" data-zjs=""click"" data-zjs-component_id=""https://www.cnn.com/cnn-underscored"" data-zjs-component_text=""Underscored"" data-zjs-component_type=""link"" data-zjs-container_id="""" data-zjs-container_type=""navigation"" data-zjs-destination_url=""https://www.cnn.com/cnn-underscored"" data-zjs-navigation-location=""header"" data-zjs-navigation-type=""main"" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""https://www.cnn.com/cnn-underscored"">
                    Underscored
                  </a>",0
"<a class=""header__video-link header__video-link-desktop"" data-zjs=""click"" data-zjs-component_id=""https://www.cnn.com/video"" data-zjs-component_text=""Watch"" data-zjs-component_type=""link"" data-zjs-container_id=""cms.cnn.com/_components/header/instances/cnn-v1@published"" data-zjs-container_type=""navigation"" data-zjs-destination_url=""https://www.cnn.com/video"" data-zjs-navigation-location=""header"" data-zjs-navigation-type=""main"" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""https://www.cnn.com/video"">
            Watch
          </a>",0
"<a class=""header__audio-link header__audio-link-desktop"" data-zjs=""click"" data-zjs-component_id=""https://www.cnn.com/audio"" data-zjs-component_text=""Listen"" data-zjs-component_type=""link"" data-zjs-container_id=""cms.cnn.com/_components/header/instances/cnn-v1@published"" data-zjs-container_type=""navigation"" data-zjs-destination_url=""https://www.cnn.com/audio"" data-zjs-navigation-location=""header"" data-zjs-navigation-type=""main"" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""https://www.cnn.com/audio"">
            Listen
          </a>",0
"<a class=""header__live-tv-link header__live-tv-link-desktop"" data-zjs=""click"" data-zjs-component_id=""https://www.cnn.com/live-tv"" data-zjs-component_text=""Live TV"" data-zjs-component_type=""link"" data-zjs-container_id=""cms.cnn.com/_components/header/instances/cnn-v1@published"" data-zjs-container_type=""navigation"" data-zjs-destination_url=""https://www.cnn.com/live-tv"" data-zjs-navigation-location=""footer"" data-zjs-navigation-type=""main"" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""https://www.cnn.com/live-tv"">
            Live TV
          </a>",0
"<a class=""user-account-nav__menu-link"" data-name=""settings"" data-zjs=""click"" data-zjs-component_id=""cms.cnn.com/_components/user-account-nav/instances/user-account-nav@published"" data-zjs-component_text=""Settings"" data-zjs-component_type=""link"" data-zjs-container_id="""" data-zjs-container_type=""navigation"" data-zjs-destination_url=""/account/settings"" data-zjs-navigation-location="""" data-zjs-navigation-type="""" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""/account/settings"">
          Settings
        </a>",0
"<a class=""user-account-nav__menu-link user-account-nav__menu-link--hide"" data-name=""follow"" data-zjs=""click"" data-zjs-component_id=""cms.cnn.com/_components/user-account-nav/instances/user-account-nav@published"" data-zjs-component_text=""Topics You Follow"" data-zjs-component_type=""link"" data-zjs-container_id="""" data-zjs-container_type=""navigation"" data-zjs-destination_url=""/follow?iid=fw_var-nav"" data-zjs-navigation-location="""" data-zjs-navigation-type="""" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""/follow?iid=fw_var-nav"">
          Topics You Follow
          <span class=""user-account-nav__menu-notification-dot""></span>
</a>",0
"<a class=""user-account-nav__menu-link"" data-name=""logout"" data-zjs=""click"" data-zjs-component_id=""cms.cnn.com/_components/user-account-nav/instances/user-account-nav@published"" data-zjs-component_text=""Log Out"" data-zjs-component_type=""link"" data-zjs-container_id="""" data-zjs-container_type=""navigation"" data-zjs-destination_url=""#"" data-zjs-navigation-location="""" data-zjs-navigation-type="""" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""#"">
          Log Out
        </a>",0
"<a class=""user-account-nav__override-link"" data-zjs=""click"" data-zjs-component_id=""user-account-nav__override-link"" data-zjs-component_text="""" data-zjs-component_type=""link"" data-zjs-container_id="""" data-zjs-container_type=""navigation"" data-zjs-destination_url=""#"" data-zjs-navigation-location="""" data-zjs-navigation-type="""" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""#""></a>",0
"<a class=""user-account-nav__menu-link"" data-name=""settings"" data-zjs=""click"" data-zjs-component_id=""cms.cnn.com/_components/user-account-nav/instances/user-account-nav@published"" data-zjs-component_text=""Settings"" data-zjs-component_type=""link"" data-zjs-container_id="""" data-zjs-container_type=""navigation"" data-zjs-destination_url=""/account/settings"" data-zjs-navigation-location="""" data-zjs-navigation-type="""" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""/account/settings"">
          Settings
        </a>",0
"<a class=""user-account-nav__menu-link user-account-nav__menu-link--hide"" data-name=""follow"" data-zjs=""click"" data-zjs-component_id=""cms.cnn.com/_components/user-account-nav/instances/user-account-nav@published"" data-zjs-component_text=""Topics You Follow"" data-zjs-component_type=""link"" data-zjs-container_id="""" data-zjs-container_type=""navigation"" data-zjs-destination_url=""/follow?iid=fw_var-nav"" data-zjs-navigation-location="""" data-zjs-navigation-type="""" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""/follow?iid=fw_var-nav"">
          Topics You Follow
          <span class=""user-account-nav__menu-notification-dot""></span>
</a>",0
"<a class=""user-account-nav__menu-link"" data-name=""logout"" data-zjs=""click"" data-zjs-component_id=""cms.cnn.com/_components/user-account-nav/instances/user-account-nav@published"" data-zjs-component_text=""Log Out"" data-zjs-component_type=""link"" data-zjs-container_id="""" data-zjs-container_type=""navigation"" data-zjs-destination_url=""#"" data-zjs-navigation-location="""" data-zjs-navigation-type="""" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""#"">
          Log Out
        </a>",0
"<a class=""user-account-nav__override-link"" data-zjs=""click"" data-zjs-component_id=""user-account-nav__override-link"" data-zjs-component_text="""" data-zjs-component_type=""link"" data-zjs-container_id="""" data-zjs-container_type=""navigation"" data-zjs-destination_url=""#"" data-zjs-navigation-location="""" data-zjs-navigation-type="""" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""#""></a>",0
"<a class=""header__live-tv-link header__live-tv-link-mobile"" data-zjs=""click"" data-zjs-component_id=""https://www.cnn.com/live-tv"" data-zjs-component_text=""Live TV"" data-zjs-component_type=""link"" data-zjs-container_id=""cms.cnn.com/_components/header/instances/cnn-v1@published"" data-zjs-container_type=""navigation"" data-zjs-destination_url=""https://www.cnn.com/live-tv"" data-zjs-navigation-location=""footer"" data-zjs-navigation-type=""main"" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""https://www.cnn.com/live-tv"">
            Live TV
          </a>",0
"<a class=""header__audio-link header__audio-link-mobile"" data-zjs=""click"" data-zjs-component_id=""https://www.cnn.com/audio"" data-zjs-component_text=""Listen"" data-zjs-component_type=""link"" data-zjs-container_id=""cms.cnn.com/_components/header/instances/cnn-v1@published"" data-zjs-container_type=""navigation"" data-zjs-destination_url=""https://www.cnn.com/audio"" data-zjs-navigation-location=""header"" data-zjs-navigation-type=""main"" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""https://www.cnn.com/audio"">
            Listen
          </a>",0
"<a class=""header__video-link header__video-link-mobile"" data-zjs=""click"" data-zjs-component_id=""https://www.cnn.com/video"" data-zjs-component_text=""Watch"" data-zjs-component_type=""link"" data-zjs-container_id=""cms.cnn.com/_components/header/instances/cnn-v1@published"" data-zjs-container_type=""navigation"" data-zjs-destination_url=""https://www.cnn.com/video"" data-zjs-navigation-location=""header"" data-zjs-navigation-type=""main"" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""https://www.cnn.com/video"">
            Watch
          </a>",0
"<a aria-label=""US Edition Link"" class=""header__editionizer-link"" data-zjs=""click"" data-zjs-component_id=""https://us.cnn.com?hpt=header_edition-picker"" data-zjs-component_text=""US"" data-zjs-component_type=""link"" data-zjs-container_id="""" data-zjs-container_type=""navigation"" data-zjs-destination_url=""https://us.cnn.com?hpt=header_edition-picker"" data-zjs-navigation-location=""header"" data-zjs-navigation-type=""sub"" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""https://us.cnn.com?hpt=header_edition-picker"">
                  US
                </a>",0
"<a aria-label=""International Edition Link"" class=""header__editionizer-link"" data-zjs=""click"" data-zjs-component_id=""https://edition.cnn.com?hpt=header_edition-picker"" data-zjs-component_text=""International"" data-zjs-component_type=""link"" data-zjs-container_id="""" data-zjs-container_type=""navigation"" data-zjs-destination_url=""https://edition.cnn.com?hpt=header_edition-picker"" data-zjs-navigation-location=""header"" data-zjs-navigation-type=""sub"" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""https://edition.cnn.com?hpt=header_edition-picker"">
                  International
                </a>",0
"<a aria-label=""Arabic Edition Link"" class=""header__editionizer-link"" data-zjs=""click"" data-zjs-component_id=""https://arabic.cnn.com?hpt=header_edition-picker"" data-zjs-component_text=""Arabic"" data-zjs-component_type=""link"" data-zjs-container_id="""" data-zjs-container_type=""navigation"" data-zjs-destination_url=""https://arabic.cnn.com?hpt=header_edition-picker"" data-zjs-navigation-location=""header"" data-zjs-navigation-type=""sub"" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""https://arabic.cnn.com?hpt=header_edition-picker"">
                  Arabic
                </a>",0
"<a aria-label=""Español Edition Link"" class=""header__editionizer-link"" data-zjs=""click"" data-zjs-component_id=""https://cnnespanol.cnn.com/?hpt=header_edition-picker"" data-zjs-component_text=""Español"" data-zjs-component_type=""link"" data-zjs-container_id="""" data-zjs-container_type=""navigation"" data-zjs-destination_url=""https://cnnespanol.cnn.com/?hpt=header_edition-picker"" data-zjs-navigation-location=""header"" data-zjs-navigation-type=""sub"" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""https://cnnespanol.cnn.com/?hpt=header_edition-picker"">
                  Español
                </a>",0
"<a class=""header__editionizer-link"" data-zjs=""click"" data-zjs-component_id=""https://us.cnn.com?hpt=header_edition-picker"" data-zjs-component_text=""US"" data-zjs-component_type=""link"" data-zjs-container_id="""" data-zjs-container_type=""navigation"" data-zjs-destination_url=""https://us.cnn.com?hpt=header_edition-picker"" data-zjs-navigation-location=""header"" data-zjs-navigation-type=""sub"" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""https://us.cnn.com?hpt=header_edition-picker"">
                  US
                </a>",0
"<a class=""header__editionizer-link"" data-zjs=""click"" data-zjs-component_id=""https://edition.cnn.com?hpt=header_edition-picker"" data-zjs-component_text=""International"" data-zjs-component_type=""link"" data-zjs-container_id="""" data-zjs-container_type=""navigation"" data-zjs-destination_url=""https://edition.cnn.com?hpt=header_edition-picker"" data-zjs-navigation-location=""header"" data-zjs-navigation-type=""sub"" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""https://edition.cnn.com?hpt=header_edition-picker"">
                  International
                </a>",0
"<a class=""header__editionizer-link"" data-zjs=""click"" data-zjs-component_id=""https://arabic.cnn.com?hpt=header_edition-picker"" data-zjs-component_text=""Arabic"" data-zjs-component_type=""link"" data-zjs-container_id="""" data-zjs-container_type=""navigation"" data-zjs-destination_url=""https://arabic.cnn.com?hpt=header_edition-picker"" data-zjs-navigation-location=""header"" data-zjs-navigation-type=""sub"" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""https://arabic.cnn.com?hpt=header_edition-picker"">
                  Arabic
                </a>",0
"<a class=""header__editionizer-link"" data-zjs=""click"" data-zjs-component_id=""https://cnnespanol.cnn.com/?hpt=header_edition-picker"" data-zjs-component_text=""Español"" data-zjs-component_type=""link"" data-zjs-container_id="""" data-zjs-container_type=""navigation"" data-zjs-destination_url=""https://cnnespanol.cnn.com/?hpt=header_edition-picker"" data-zjs-navigation-location=""header"" data-zjs-navigation-type=""sub"" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""https://cnnespanol.cnn.com/?hpt=header_edition-picker"">
                  Español
                </a>",0
"<a class=""subnav__section-link"" data-zjs=""click"" data-zjs-component_id=""https://www.cnn.com/politics/supreme-court"" data-zjs-component_text=""SCOTUS"" data-zjs-component_type=""link"" data-zjs-container_id="""" data-zjs-container_type=""navigation"" data-zjs-destination_url=""https://www.cnn.com/politics/supreme-court"" data-zjs-navigation-location="""" data-zjs-navigation-type=""sub"" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""https://www.cnn.com/politics/supreme-court"">
          SCOTUS
        </a>",0
"<a class=""subnav__section-link"" data-zjs=""click"" data-zjs-component_id=""https://www.cnn.com/politics/congress"" data-zjs-component_text=""Congress"" data-zjs-component_type=""link"" data-zjs-container_id="""" data-zjs-container_type=""navigation"" data-zjs-destination_url=""https://www.cnn.com/politics/congress"" data-zjs-navigation-location="""" data-zjs-navigation-type=""sub"" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""https://www.cnn.com/politics/congress"">
          Congress
        </a>",0
"<a class=""subnav__section-link"" data-zjs=""click"" data-zjs-component_id=""https://edition.cnn.com/specials/politics/fact-check-politics"" data-zjs-component_text=""Facts First"" data-zjs-component_type=""link"" data-zjs-container_id="""" data-zjs-container_type=""navigation"" data-zjs-destination_url=""https://edition.cnn.com/specials/politics/fact-check-politics"" data-zjs-navigation-location="""" data-zjs-navigation-type=""sub"" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""https://edition.cnn.com/specials/politics/fact-check-politics"">
          Facts First
        </a>",0
"<a class=""subnav__section-link"" data-zjs=""click"" data-zjs-component_id=""https://www.cnn.com/election/2024"" data-zjs-component_text=""2024 Elections"" data-zjs-component_type=""link"" data-zjs-container_id="""" data-zjs-container_type=""navigation"" data-zjs-destination_url=""https://www.cnn.com/election/2024"" data-zjs-navigation-location="""" data-zjs-navigation-type=""sub"" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""https://www.cnn.com/election/2024"">
          2024 Elections
        </a>",0
"<a class=""social-links__link"" href=""https://facebook.com/cnnpolitics"" rel=""noopener noreferrer"" target=""_blank"" title=""Visit us on Facebook"">

</a>",0
"<a class=""social-links__link"" href=""https://twitter.com/cnnpolitics"" rel=""noopener noreferrer"" target=""_blank"" title=""Visit us on X"">

</a>",0
"<a class=""social-links__link"" href=""https://instagram.com/cnnpolitics"" rel=""noopener noreferrer"" target=""_blank"" title=""Visit us on Instagram"">

</a>",0
"<a data-zjs=""click"" data-zjs-component_id=""/"" data-zjs-component_text=""Main Logo"" data-zjs-component_type=""icon"" data-zjs-container_id=""cms.cnn.com/_components/subnav/instances/new-cnn-header-v1@published"" data-zjs-container_type=""navigation"" data-zjs-destination_url=""/"" data-zjs-navigation-location="""" data-zjs-navigation-type=""sub"" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""/"">

</a>",0
"<a class=""subnav__section-link"" data-zjs=""click"" data-zjs-component_id=""https://www.cnn.com/us"" data-zjs-component_text=""US"" data-zjs-component_type=""link"" data-zjs-container_id="""" data-zjs-container_type=""navigation"" data-zjs-destination_url=""https://www.cnn.com/us"" data-zjs-navigation-location="""" data-zjs-navigation-type=""sub"" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""https://www.cnn.com/us"">
        US
      </a>",0
"<a aria-label=""US Crime + Justice"" class=""subnav__subsection-link"" data-zjs=""click"" data-zjs-component_id=""https://www.cnn.com/us/crime-and-justice"" data-zjs-component_text=""Crime + Justice"" data-zjs-component_type=""link"" data-zjs-container_id="""" data-zjs-container_type=""navigation"" data-zjs-destination_url=""https://www.cnn.com/us/crime-and-justice"" data-zjs-navigation-location="""" data-zjs-navigation-type=""sub"" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""https://www.cnn.com/us/crime-and-justice"">
            Crime + Justice
          </a>",0
"<a aria-label=""US Energy + Environment"" class=""subnav__subsection-link"" data-zjs=""click"" data-zjs-component_id=""https://www.cnn.com/specials/us/energy-and-environment"" data-zjs-component_text=""Energy + Environment"" data-zjs-component_type=""link"" data-zjs-container_id="""" data-zjs-container_type=""navigation"" data-zjs-destination_url=""https://www.cnn.com/specials/us/energy-and-environment"" data-zjs-navigation-location="""" data-zjs-navigation-type=""sub"" data-zjs-page_type=""section"" data-zjs-page_variant=""landing_homepage"" href=""https://www.cnn.com/specials/us/energy-and-environment"">
            Energy + Environment
          </a>",0
