html,is_article
"<a class=""item-title"" data-tb-link="""" data-tb-title="""" href=""https://www.ndtv.com/india-news/hateful-comments-on-indians-bollywood-actors-join-boycottmaldives-4816413#pfrom=home-ndtv_bigstory"">""Why Should We Tolerate Hate"": Celebs Join Hands For Lakshadweep</a>",1
"<a href=""https://www.ndtv.com/latest#pfrom=home-ndtv_mainnavgation#pfrom=home-ndtv_topstories"">Top Stories </a>",0
"<a href=""https://www.ndtv.com/india-news/us-client-made-narayana-murthy-sleep-on-box-inside-storeroom-book-4815832#pfrom=home-ndtv_topstories""><img alt=""'The Way You...': Narayana Murthy After Client Made Him Sleep In Storeroom"" border=""0"" class=""imgbrd"" src=""https://i.ndtvimg.com/i/2017-04/narayana-murthy-240_240x180_51491204546.jpg?downsize=105:79&amp;w=105"" title=""'The Way You...': Narayana Murthy After Client Made Him Sleep In Storeroom""/></a>",1
"<a href=""https://www.ndtv.com/india-news/us-client-made-narayana-murthy-sleep-on-box-inside-storeroom-book-4815832#pfrom=home-ndtv_topstories""></a>",0
"<a class=""item-title"" data-tb-link="""" data-tb-title="""" href=""https://www.ndtv.com/india-news/us-client-made-narayana-murthy-sleep-on-box-inside-storeroom-book-4815832#pfrom=home-ndtv_topstories"" onclick='javascript:GAP_Event_tracking(""top-stories"",""""The Way You..."": Narayana Murthy After Client Made Him Sleep In Storeroom"");'>""The Way You..."": Narayana Murthy After Client Made Him Sleep In Storeroom</a>",1
"<a href=""https://sports.ndtv.com/india-vs-afghanistan-t20i-2024/indias-squad-for-t20is-vs-afghanistan-live-updates-4804718#pfrom=home-ndtv_topstories""><img alt=""IND Squad vs AFG: Kohli, Rohit Return To T20Is After More Than A Year Gap"" border=""0"" class=""imgbrd"" src=""https://c.ndtvimg.com/2023-12/bs6kptd_virat-kohli-rohit-sharma-reuters-_625x300_25_December_23.jpg?im=FeatureCrop,algorithm=dnn,width=105,height=79&amp;w=105"" title=""IND Squad vs AFG: Kohli, Rohit Return To T20Is After More Than A Year Gap""/></a>",1
"<a href=""https://sports.ndtv.com/india-vs-afghanistan-t20i-2024/indias-squad-for-t20is-vs-afghanistan-live-updates-4804718#pfrom=home-ndtv_topstories""></a>",0
"<a class=""item-title"" data-tb-link="""" data-tb-title="""" href=""https://sports.ndtv.com/india-vs-afghanistan-t20i-2024/indias-squad-for-t20is-vs-afghanistan-live-updates-4804718#pfrom=home-ndtv_topstories"" onclick='javascript:GAP_Event_tracking(""top-stories"",""IND Squad vs AFG: Kohli, Rohit Return To T20Is After More Than A Year Gap"");'>IND Squad vs AFG: Kohli, Rohit Return To T20Is After More Than A Year Gap</a>",1
"<a href=""https://www.ndtv.com/science/study-claims-giving-up-alcohol-may-improve-your-sleep-4817877#pfrom=home-ndtv_topstories""><img alt=""Giving Up Alcohol May Improve Your Sleep, Claims Study"" border=""0"" class=""imgbrd"" src=""https://c.ndtvimg.com/2022-08/89ljgqmg_sleeping-generic_120x90_08_August_22.jpg?downsize=105:79&amp;w=105"" title=""Giving Up Alcohol May Improve Your Sleep, Claims Study""/></a>",1
"<a href=""https://www.ndtv.com/science/study-claims-giving-up-alcohol-may-improve-your-sleep-4817877#pfrom=home-ndtv_topstories""></a>",0
"<a class=""item-title"" data-tb-link="""" data-tb-title="""" href=""https://www.ndtv.com/science/study-claims-giving-up-alcohol-may-improve-your-sleep-4817877#pfrom=home-ndtv_topstories"" onclick='javascript:GAP_Event_tracking(""top-stories"",""Giving Up Alcohol May Improve Your Sleep, Claims Study"");'>Giving Up Alcohol May Improve Your Sleep, Claims Study</a>",1
"<a href=""https://www.ndtv.com/india-news/no-need-to-go-to-new-zealand-everything-is-in-lakshadweep-minister-g-kishan-reddy-4817721#pfrom=home-ndtv_topstories""><img alt=""'No Need To Go To New Zealand, Everything Is In Lakshadweep': Minister"" border=""0"" class=""imgbrd"" src=""https://c.ndtvimg.com/2023-08/vqqsmj4o_g-kishan-reddy-_120x90_20_August_23.jpg?downsize=105:79&amp;w=105"" title=""'No Need To Go To New Zealand, Everything Is In Lakshadweep': Minister""/></a>",1
"<a href=""https://www.ndtv.com/india-news/no-need-to-go-to-new-zealand-everything-is-in-lakshadweep-minister-g-kishan-reddy-4817721#pfrom=home-ndtv_topstories""></a>",0
"<a class=""item-title"" data-tb-link="""" data-tb-title="""" href=""https://www.ndtv.com/india-news/no-need-to-go-to-new-zealand-everything-is-in-lakshadweep-minister-g-kishan-reddy-4817721#pfrom=home-ndtv_topstories"" onclick='javascript:GAP_Event_tracking(""top-stories"",""""No Need To Go To New Zealand, Everything Is In Lakshadweep"": Minister"");'>""No Need To Go To New Zealand, Everything Is In Lakshadweep"": Minister</a>",1
"<a href=""https://www.ndtv.com/world-news/sheikh-hasina-bangladesh-counts-votes-after-election-without-opposition-4817445#pfrom=home-ndtv_topstories""><img alt=""Bangladesh Counts Votes After Election Without Opposition"" border=""0"" class=""imgbrd"" src=""https://c.ndtvimg.com/2024-01/5hr4t2dg_sheikh-hasina_625x300_07_January_24.jpeg?downsize=105:79&amp;w=105"" title=""Bangladesh Counts Votes After Election Without Opposition""/></a>",1
"<a href=""https://www.ndtv.com/world-news/sheikh-hasina-bangladesh-counts-votes-after-election-without-opposition-4817445#pfrom=home-ndtv_topstories""></a>",0
"<a class=""item-title"" data-tb-link="""" data-tb-title="""" href=""https://www.ndtv.com/world-news/sheikh-hasina-bangladesh-counts-votes-after-election-without-opposition-4817445#pfrom=home-ndtv_topstories"" onclick='javascript:GAP_Event_tracking(""top-stories"",""Bangladesh Counts Votes After Election Without Opposition"");'>Bangladesh Counts Votes After Election Without Opposition</a>",1
"<a href=""https://sports.ndtv.com/india-vs-afghanistan-t20i-2024/india-squad-for-afghanistan-t20i-series-4816774#pfrom=home-ndtv_topstories""><img alt=""What Does Kohli, Rohit Selection vs Afghanistan Mean For India T20 WC Plan"" border=""0"" class=""imgbrd"" src=""https://c.ndtvimg.com/2023-09/7csiq6p8_rohit-sharma-virat-kohli-afp_625x300_28_September_23.jpg?im=FaceCrop,algorithm=dnn,width=105,height=79&amp;w=105"" title=""What Does Kohli, Rohit Selection vs Afghanistan Mean For India T20 WC Plan""/></a>",1
"<a href=""https://sports.ndtv.com/india-vs-afghanistan-t20i-2024/india-squad-for-afghanistan-t20i-series-4816774#pfrom=home-ndtv_topstories""></a>",0
"<a class=""item-title"" data-tb-link="""" data-tb-title="""" href=""https://sports.ndtv.com/india-vs-afghanistan-t20i-2024/india-squad-for-afghanistan-t20i-series-4816774#pfrom=home-ndtv_topstories"" onclick='javascript:GAP_Event_tracking(""top-stories"",""What Does Kohli, Rohit Selection vs Afghanistan Mean For India T20 WC Plan"");'>What Does Kohli, Rohit Selection vs Afghanistan Mean For India T20 WC Plan</a>",1
"<a href=""https://sports.ndtv.com/cricket/why-did-ambati-rayudu-quit-ysrcp-within-10-days-ex-india-star-breaks-silence-4817012#pfrom=home-ndtv_topstories""><img alt=""Why Did Rayudu Quit YSRCP Within 10 Days? Ex-India Star Breaks Silence"" border=""0"" class=""imgbrd"" src=""https://c.ndtvimg.com/2024-01/hlfjgato_ambati-rayudu_625x300_07_January_24.jpg?im=FaceCrop,algorithm=dnn,width=105,height=79&amp;w=105"" title=""Why Did Rayudu Quit YSRCP Within 10 Days? Ex-India Star Breaks Silence""/></a>",1
"<a href=""https://sports.ndtv.com/cricket/why-did-ambati-rayudu-quit-ysrcp-within-10-days-ex-india-star-breaks-silence-4817012#pfrom=home-ndtv_topstories""></a>",0
"<a class=""item-title"" data-tb-link="""" data-tb-title="""" href=""https://sports.ndtv.com/cricket/why-did-ambati-rayudu-quit-ysrcp-within-10-days-ex-india-star-breaks-silence-4817012#pfrom=home-ndtv_topstories"" onclick='javascript:GAP_Event_tracking(""top-stories"",""Why Did Rayudu Quit YSRCP Within 10 Days? Ex-India Star Breaks Silence"");'>Why Did Rayudu Quit YSRCP Within 10 Days? Ex-India Star Breaks Silence</a>",1
"<a href=""https://sports.ndtv.com/cricket/explore-indian-islands-sachin-tendulkar-makes-stance-clear-amid-maldives-row-4816420#pfrom=home-ndtv_topstories""><img alt=""'Explore Indian Islands': Tendulkar Makes Stance Clear Amid Maldives Row"" border=""0"" class=""imgbrd"" src=""https://c.ndtvimg.com/2024-01/oq2d4en8_sachin_120x90_07_January_24.jpg?downsize=105:79&amp;w=105"" title=""'Explore Indian Islands': Tendulkar Makes Stance Clear Amid Maldives Row""/></a>",1
"<a href=""https://sports.ndtv.com/cricket/explore-indian-islands-sachin-tendulkar-makes-stance-clear-amid-maldives-row-4816420#pfrom=home-ndtv_topstories""></a>",0
"<a class=""item-title"" data-tb-link="""" data-tb-title="""" href=""https://sports.ndtv.com/cricket/explore-indian-islands-sachin-tendulkar-makes-stance-clear-amid-maldives-row-4816420#pfrom=home-ndtv_topstories"" onclick='javascript:GAP_Event_tracking(""top-stories"",""""Explore Indian Islands"": Tendulkar Makes Stance Clear Amid Maldives Row"");'>""Explore Indian Islands"": Tendulkar Makes Stance Clear Amid Maldives Row</a>",1
"<a href=""https://www.ndtv.com/world-news/canada-plane-diverted-after-16-year-old-attacks-family-mid-air-4814931#pfrom=home-ndtv_topstories""><img alt=""Canada Plane Diverted After 16-Year-Old Attacks Family Mid-Air"" border=""0"" class=""imgbrd"" src=""https://c.ndtvimg.com/2018-10/ccuhaf24_air-canada_120x90_13_October_18.jpg?downsize=105:79&amp;w=105"" title=""Canada Plane Diverted After 16-Year-Old Attacks Family Mid-Air""/></a>",1
"<a href=""https://www.ndtv.com/world-news/canada-plane-diverted-after-16-year-old-attacks-family-mid-air-4814931#pfrom=home-ndtv_topstories""></a>",0
"<a class=""item-title"" data-tb-link="""" data-tb-title="""" href=""https://www.ndtv.com/world-news/canada-plane-diverted-after-16-year-old-attacks-family-mid-air-4814931#pfrom=home-ndtv_topstories"" onclick='javascript:GAP_Event_tracking(""top-stories"",""Canada Plane Diverted After 16-Year-Old Attacks Family Mid-Air"");'>Canada Plane Diverted After 16-Year-Old Attacks Family Mid-Air</a>",1
"<a href=""https://special.ndtv.com/save-a-life-donate-a-blanket-5/#pfrom=home-ndtv_topstories""><img alt=""Save A Life. Donate A Blanket"" border=""0"" class=""imgbrd"" src=""https://c.ndtvimg.com/2023-12/rcelpcjo_blanket_240x180_22_December_23.png?downsize=105:79&amp;w=105"" title=""Save A Life. Donate A Blanket""/></a>",1
"<a href=""https://special.ndtv.com/save-a-life-donate-a-blanket-5/#pfrom=home-ndtv_topstories""></a>",0
"<a class=""item-title"" data-tb-link="""" data-tb-title="""" href=""https://special.ndtv.com/save-a-life-donate-a-blanket-5/#pfrom=home-ndtv_topstories"" onclick='javascript:GAP_Event_tracking(""top-stories"",""Save A Life. Donate A Blanket"");'>Save A Life. Donate A Blanket</a>",1
"<a href=""https://www.ndtv.com/india-news/maldives-suspends-ministers-over-derogatory-remarks-made-against-pm-modis-lakshadweep-visit-4817161#pfrom=home-ndtv_topscroll""></a>",0
"<a href=""https://www.ndtv.com/india-news/maldives-suspends-ministers-over-derogatory-remarks-made-against-pm-modis-lakshadweep-visit-4817161#pfrom=home-ndtv_topscroll""><img alt=""Maldives Suspends 3 Ministers Over 'Insulting' Remarks Against India"" border=""0"" class=""imgbrd"" src=""https://c.ndtvimg.com/2024-01/9o8hhelg_maldives-ministers-suspended-650-_650x400_07_January_24.jpg?downsize=570:351&amp;w=570"" title=""Maldives Suspends 3 Ministers Over 'Insulting' Remarks Against India""/></a>",1
"<a class=""item-title"" href=""https://www.ndtv.com/india-news/maldives-suspends-ministers-over-derogatory-remarks-made-against-pm-modis-lakshadweep-visit-4817161#pfrom=home-ndtv_topscroll"" onclick='javascript:GAP_Event_tracking(""top-scroll"",""Maldives Suspends 3 Ministers Over ""Insulting"" Remarks Against India"");'>Maldives Suspends 3 Ministers Over ""Insulting"" Remarks Against India</a>",1
"<a href=""https://www.ndtv.com/india-news/what-appalling-language-maldives-ex-president-mohamed-nasheed-slams-minister-mariyam-shiuna-over-post-on-pm-narendra-modi-4816074#pfrom=home-ndtv_topscroll""><img alt=""'Appalling Language': Maldives Ex President Slams Minister's Post On PM"" border=""0"" class=""imgbrd"" src=""https://c.ndtvimg.com/2019-04/3v45k9bo_mohamed-nasheed-afp_625x300_07_April_19.jpg?downsize=277:170&amp;w=277"" title=""'Appalling Language': Maldives Ex President Slams Minister's Post On PM""/></a>",1
"<a class=""item-title"" data-tb-link="""" data-tb-title="""" href=""https://www.ndtv.com/india-news/what-appalling-language-maldives-ex-president-mohamed-nasheed-slams-minister-mariyam-shiuna-over-post-on-pm-narendra-modi-4816074#pfrom=home-ndtv_topscroll"" onclick=""javascript:GAP_Event_tracking(&quot;top-scroll&quot;,&quot;&quot;Appalling Language&quot;: Maldives Ex President Slams Minister's Post On PM&quot;);"">""Appalling Language"": Maldives Ex President Slams Minister's Post On PM</a>",1
"<a class=""item-title"" data-tb-link="""" data-tb-title="""" href=""https://www.ndtv.com/india-news/some-people-not-ready-to-retire-ajit-pawar-targets-uncle-sharad-pawar-again-4818034#pfrom=home-ndtv_topscroll"" onclick='javascript:GAP_Event_tracking(""top-scroll"",""Some ""Not Ready To Retire"": Ajit Pawar Targets Uncle (Sharad Pawar) Again"");'>Some ""Not Ready To Retire"": Ajit Pawar Targets Uncle (Sharad Pawar) Again</a>",1
"<a href=""https://www.ndtv.com/india-news/some-people-not-ready-to-retire-ajit-pawar-targets-uncle-sharad-pawar-again-4818034#pfrom=home-ndtv_topscroll""><img alt=""Some 'Not Ready To Retire': Ajit Pawar Targets Uncle (Sharad Pawar) Again"" border=""0"" class=""imgbrd"" src=""https://c.ndtvimg.com/2023-09/cllhs3t_ajit-pawar_120x90_25_September_23.jpg?downsize=100:75&amp;w=100"" title=""Some 'Not Ready To Retire': Ajit Pawar Targets Uncle (Sharad Pawar) Again""/></a>",1
"<a class=""item-title"" data-tb-link="""" data-tb-title="""" href=""https://www.ndtv.com/india-news/boycottmaldives-trends-in-india-amid-row-over-ministers-post-4815716#pfrom=home-ndtv_topscroll"" onclick=""javascript:GAP_Event_tracking(&quot;top-scroll&quot;,&quot;Indians Cancel Maldives Trips Amid Row Over Island Minister's Post&quot;);"">Indians Cancel Maldives Trips Amid Row Over Island Minister's Post</a>",1
"<a href=""https://www.ndtv.com/india-news/boycottmaldives-trends-in-india-amid-row-over-ministers-post-4815716#pfrom=home-ndtv_topscroll""><img alt=""Indians Cancel Maldives Trips Amid Row Over Island Minister's Post"" border=""0"" class=""imgbrd"" src=""https://c.ndtvimg.com/2022-11/9j7luo5o_maldives_120x90_09_November_22.jpg?downsize=100:75&amp;w=100"" title=""Indians Cancel Maldives Trips Amid Row Over Island Minister's Post""/></a>",1
"<a class=""item-title"" data-tb-link="""" data-tb-title="""" href=""https://www.ndtv.com/india-news/pm-modi-praises-navys-heroic-op-to-rescue-indians-from-hijacked-ship-4818101#pfrom=home-ndtv_topscroll"" onclick=""javascript:GAP_Event_tracking(&quot;top-scroll&quot;,&quot;PM Modi Praises Navy's &quot;Heroic&quot; Op To Rescue Sailors From Hijacked Ship&quot;);"">PM Modi Praises Navy's ""Heroic"" Op To Rescue Sailors From Hijacked Ship</a>",1
"<a href=""https://www.ndtv.com/india-news/pm-modi-praises-navys-heroic-op-to-rescue-indians-from-hijacked-ship-4818101#pfrom=home-ndtv_topscroll""><img alt=""PM Modi Praises Navy's 'Heroic' Op To Rescue Sailors From Hijacked Ship"" border=""0"" class=""imgbrd"" src=""https://c.ndtvimg.com/2024-01/e7qvf1q_pm-modi-_625x300_07_January_24.jpeg?im=FaceCrop,algorithm=dnn,width=100,height=75&amp;w=100"" title=""PM Modi Praises Navy's 'Heroic' Op To Rescue Sailors From Hijacked Ship""/></a>",1
"<a href=""https://www.ndtv.com/india-news/explained-what-makes-indian-air-forces-c-130j-aircrafts-kargil-night-landing-significant-4817509#pfrom=home-ndtv_topscroll""><img alt=""Explained: What Makes Air Force's C-130J's Kargil Night Landing Significant"" border=""0"" class=""imgbrd"" src=""https://c.ndtvimg.com/2024-01/197lbm3g_c130j-aircraft-_625x300_07_January_24.jpeg?im=FaceCrop,algorithm=dnn,width=212,height=236&amp;w=212"" title=""Explained: What Makes Air Force's C-130J's Kargil Night Landing Significant""/></a>",1
"<a class=""item-title"" data-tb-link="""" data-tb-title="""" href=""https://www.ndtv.com/india-news/explained-what-makes-indian-air-forces-c-130j-aircrafts-kargil-night-landing-significant-4817509#pfrom=home-ndtv_topscroll"" onclick=""javascript:GAP_Event_tracking(&quot;top-scroll&quot;,&quot;Explained: What Makes Air Force's C-130J's Kargil Night Landing Significant&quot;);"">Explained: What Makes Air Force's C-130J's Kargil Night Landing Significant</a>",1
"<a href=""https://www.ndtv.com/entertainment/some-people-had-issue-with-animal-but-box-office-proves-nothing-beyond-love-for-movies-ranbir-4816410#pfrom=home-ndtv_lateststories""><img alt=""'Box Office Proves Nothing Beyond Love...': Ranbir At Animal Success Bash"" border=""0"" class=""imgbrd"" src=""https://c.ndtvimg.com/2024-01/hap26jto_alia-_295x200_07_January_24.jpg?downsize=212:236&amp;w=212"" title=""'Box Office Proves Nothing Beyond Love...': Ranbir At Animal Success Bash""/></a>",1
"<a class=""item-title"" data-tb-link="""" data-tb-title="""" href=""https://www.ndtv.com/entertainment/some-people-had-issue-with-animal-but-box-office-proves-nothing-beyond-love-for-movies-ranbir-4816410#pfrom=home-ndtv_lateststories"" onclick='javascript:GAP_Event_tracking(""latest-stories"",""""Box Office Proves Nothing Beyond Love..."": Ranbir At &lt;i&gt;Animal&lt;/i&gt; Success Bash"");'>""Box Office Proves Nothing Beyond Love..."": Ranbir At <i>Animal</i> Success Bash</a>",1
"<a href=""https://sports.ndtv.com/cricket/sad-to-see-whats-being-said-about-india-hardik-pandya-amid-maldives-row-4817322#pfrom=home-ndtv_lateststories""><img alt=""'Sad To See What's Being Said About India': Hardik Amid Maldives Row"" border=""0"" class=""imgbrd"" src=""https://c.ndtvimg.com/2023-11/h12ssaio_hardik-pandya-x_625x300_28_November_23.jpg?im=FeatureCrop,algorithm=dnn,width=212,height=236&amp;w=212"" title=""'Sad To See What's Being Said About India': Hardik Amid Maldives Row""/></a>",1
"<a class=""item-title"" data-tb-link="""" data-tb-title="""" href=""https://sports.ndtv.com/cricket/sad-to-see-whats-being-said-about-india-hardik-pandya-amid-maldives-row-4817322#pfrom=home-ndtv_lateststories"" onclick=""javascript:GAP_Event_tracking(&quot;latest-stories&quot;,&quot;&quot;Sad To See What's Being Said About India&quot;: Hardik Amid Maldives Row&quot;);"">""Sad To See What's Being Said About India"": Hardik Amid Maldives Row</a>",1
"<a href=""https://www.ndtv.com/entertainment/was-initially-worried-about-my-language-skills-vijay-sethupathi-on-finding-acceptance-in-bollywood-4815830#pfrom=home-ndtv_lateststories""><img alt=""'I Thought People Would Troll...': Vijay On Finding Acceptance In Bollywood"" border=""0"" class=""imgbrd"" src=""https://c.ndtvimg.com/2024-01/k880t3ho_alia-_295x200_07_January_24.jpg?downsize=212:236&amp;w=212"" title=""'I Thought People Would Troll...': Vijay On Finding Acceptance In Bollywood""/></a>",1
"<a class=""item-title"" data-tb-link="""" data-tb-title="""" href=""https://www.ndtv.com/entertainment/was-initially-worried-about-my-language-skills-vijay-sethupathi-on-finding-acceptance-in-bollywood-4815830#pfrom=home-ndtv_lateststories"" onclick='javascript:GAP_Event_tracking(""latest-stories"",""""I Thought People Would Troll..."": Vijay On Finding Acceptance In Bollywood"");'>""I Thought People Would Troll..."": Vijay On Finding Acceptance In Bollywood</a>",1
"<a href=""https://swirlster.ndtv.com/style/from-rashmika-mandanna-to-tamannaah-bhatia-these-fashionistas-were-best-dressed-at-animals-success-party-4816286#pfrom=home-ndtv_lateststories""><img alt=""Rashmika To Tamannaah, Best Dressed Celebs At Animal's Success Party"" border=""0"" class=""imgbrd"" src=""https://c.ndtvimg.com/2024-01/d54b4j3_tamannah_295x200_07_January_24.jpg?downsize=212:236&amp;w=212"" title=""Rashmika To Tamannaah, Best Dressed Celebs At Animal's Success Party""/></a>",1
"<a class=""item-title"" data-tb-link="""" data-tb-title="""" href=""https://swirlster.ndtv.com/style/from-rashmika-mandanna-to-tamannaah-bhatia-these-fashionistas-were-best-dressed-at-animals-success-party-4816286#pfrom=home-ndtv_lateststories"" onclick=""javascript:GAP_Event_tracking(&quot;latest-stories&quot;,&quot;Rashmika To Tamannaah, Best Dressed Celebs At &lt;i&gt;Animal's&lt;/i&gt; Success Party&quot;);"">Rashmika To Tamannaah, Best Dressed Celebs At <i>Animal's</i> Success Party</a>",1
"<a class=""item-title"" data-tb-link="""" data-tb-title="""" href=""https://sports.ndtv.com/cricket/why-scared-of-tracks-dale-steyn-blasts-pitch-talk-after-two-day-test-match-between-india-and-south-africa-4816029#pfrom=home-ndtv_lateststories"" onclick=""javascript:GAP_Event_tracking(&quot;latest-stories&quot;,&quot;'Why Scared Of Cracks': Steyn Blasts Pitch Talk After 'Two Day' Test Match&quot;);"">'Why Scared Of Cracks': Steyn Blasts Pitch Talk After 'Two Day' Test Match</a>",1
"<a href=""https://sports.ndtv.com/cricket/why-scared-of-tracks-dale-steyn-blasts-pitch-talk-after-two-day-test-match-between-india-and-south-africa-4816029#pfrom=home-ndtv_lateststories""><img alt=""'Why Scared Of Cracks': Steyn Blasts Pitch Talk After 'Two Day' Test Match"" border=""0"" class=""imgbrd"" src=""https://c.ndtvimg.com/2024-01/ec44cofo_siraj_625x300_03_January_24.jpg?im=FaceCrop,algorithm=dnn,width=100,height=75&amp;w=100"" title=""'Why Scared Of Cracks': Steyn Blasts Pitch Talk After 'Two Day' Test Match""/></a>",1
"<a class=""item-title"" data-tb-link="""" data-tb-title="""" href=""https://www.ndtv.com/feature/sometimes-fights-at-office-reach-home-sugar-cosmetics-ceo-vineeta-singh-on-working-with-husband-4816204#pfrom=home-ndtv_lateststories"" onclick='javascript:GAP_Event_tracking(""latest-stories"",""""Fights At Office Reach Home"": Sugar Cosmetics CEO On Working With Husband"");'>""Fights At Office Reach Home"": Sugar Cosmetics CEO On Working With Husband</a>",1
