html,is_article
"<section class=""sc-86aa332-1 iOkyKB"" data-analytics-group=""true"" data-analytics_group_item_count=""6"" data-analytics_group_name="""" data-analytics_group_position=""1"" data-analytics_group_type=""virginia-6"" data-testid=""virginia-section-outer-6""><a class=""sc-4befc967-1 gzOvMy"" data-testid=""internal-link"" href=""/news/world-us-canada-67903655""><img class=""sc-a898728c-0 haCQWq"" src=""/bbcx/grey-placeholder.png""/><img alt=""The view of the ruptured fuselage taken once the plane landed safely"" class=""sc-a898728c-0 kbvxap"" loading=""lazy"" sizes=""(min-width: 768px) 50vw, 100vw"" src=""https://ichef.bbci.co.uk/news/480/cpsprodpb/5B6A/production/_132220432_81602d9cb3df876d092d23574b77fbd4e42a80c20_0_3024_40321500x2000.jpg.webp"" srcset=""https://ichef.bbci.co.uk/news/240/cpsprodpb/5B6A/production/_132220432_81602d9cb3df876d092d23574b77fbd4e42a80c20_0_3024_40321500x2000.jpg.webp 240w,https://ichef.bbci.co.uk/news/320/cpsprodpb/5B6A/production/_132220432_81602d9cb3df876d092d23574b77fbd4e42a80c20_0_3024_40321500x2000.jpg.webp 320w,https://ichef.bbci.co.uk/news/480/cpsprodpb/5B6A/production/_132220432_81602d9cb3df876d092d23574b77fbd4e42a80c20_0_3024_40321500x2000.jpg.webp 480w,https://ichef.bbci.co.uk/news/640/cpsprodpb/5B6A/production/_132220432_81602d9cb3df876d092d23574b77fbd4e42a80c20_0_3024_40321500x2000.jpg.webp 640w,https://ichef.bbci.co.uk/news/800/cpsprodpb/5B6A/production/_132220432_81602d9cb3df876d092d23574b77fbd4e42a80c20_0_3024_40321500x2000.jpg.webp 800w,https://ichef.bbci.co.uk/news/1024/cpsprodpb/5B6A/production/_132220432_81602d9cb3df876d092d23574b77fbd4e42a80c20_0_3024_40321500x2000.jpg.webp 1024w,https://ichef.bbci.co.uk/news/1536/cpsprodpb/5B6A/production/_132220432_81602d9cb3df876d092d23574b77fbd4e42a80c20_0_3024_40321500x2000.jpg.webp 1536w""/><h2 class=""sc-70eaf3a9-3 lkuFhf"" data-testid=""card-headline"">FAA grounds 171 Boeing planes after mid-air blowout<!-- --></h2><p class=""sc-bcf5c03b-0 fsjsPV"" data-testid=""card-description"">It comes after part of the fuselage of an Alaska Airlines Boeing 737 Max 9 fell off, forcing an emergency landing.</p><span class=""sc-ec7fe2bd-1 eIXzYS"" data-testid=""card-metadata-lastupdated"">49 mins ago</span><span class=""sc-ec7fe2bd-2 grtqrQ"" data-testid=""card-metadata-tag"">US &amp; Canada</span><!--$!--><!--/$--></a><!--$!--><!--/$--><a class=""sc-4befc967-1 gzOvMy"" data-testid=""internal-link"" href=""/news/world-us-canada-67900834""><img class=""sc-a898728c-0 haCQWq"" src=""/bbcx/grey-placeholder.png""/><img alt=""Plane with hole in fuselage"" class=""sc-a898728c-0 kbvxap"" loading=""lazy"" sizes=""(min-width: 768px) 33vw, 96vw"" src=""https://ichef.bbci.co.uk/news/480/cpsprodpb/10037/production/_132219556_p0h3f2fx.jpg.webp"" srcset=""https://ichef.bbci.co.uk/news/240/cpsprodpb/10037/production/_132219556_p0h3f2fx.jpg.webp 240w,https://ichef.bbci.co.uk/news/320/cpsprodpb/10037/production/_132219556_p0h3f2fx.jpg.webp 320w,https://ichef.bbci.co.uk/news/480/cpsprodpb/10037/production/_132219556_p0h3f2fx.jpg.webp 480w,https://ichef.bbci.co.uk/news/640/cpsprodpb/10037/production/_132219556_p0h3f2fx.jpg.webp 640w,https://ichef.bbci.co.uk/news/800/cpsprodpb/10037/production/_132219556_p0h3f2fx.jpg.webp 800w,https://ichef.bbci.co.uk/news/1024/cpsprodpb/10037/production/_132219556_p0h3f2fx.jpg.webp 1024w,https://ichef.bbci.co.uk/news/1536/cpsprodpb/10037/production/_132219556_p0h3f2fx.jpg.webp 1536w""/><!--$--><!--/$--><h2 class=""sc-70eaf3a9-3 jwHQEU"" data-testid=""card-headline"">'Trip from hell': Inside plane after part falls off mid-flight<!-- --></h2><p class=""sc-2c2f2429-4 loBKGz"" data-testid=""card-description"">Footage from TikTok shows passengers on an Alaska Airlines flight moments after it lost a section of its fuselage.</p><span class=""sc-ec7fe2bd-1 eIXzYS"" data-testid=""card-metadata-lastupdated"">7 hrs ago</span><span class=""sc-ec7fe2bd-2 grtqrQ"" data-testid=""card-metadata-tag"">US &amp; Canada</span></a><a class=""sc-4befc967-1 gzOvMy"" data-testid=""internal-link"" href=""/news/world-europe-67903652""><img class=""sc-a898728c-0 haCQWq"" src=""/bbcx/grey-placeholder.png""/><img alt=""Rescuers work at the site of a Russian missile strike in Pokrovsk"" class=""sc-a898728c-0 kbvxap"" loading=""lazy"" sizes=""(min-width: 768px) 33vw, 96vw"" src=""https://ichef.bbci.co.uk/news/480/cpsprodpb/21A4/production/_132221680_mediaitem132221919.jpg.webp"" srcset=""https://ichef.bbci.co.uk/news/240/cpsprodpb/21A4/production/_132221680_mediaitem132221919.jpg.webp 240w,https://ichef.bbci.co.uk/news/320/cpsprodpb/21A4/production/_132221680_mediaitem132221919.jpg.webp 320w,https://ichef.bbci.co.uk/news/480/cpsprodpb/21A4/production/_132221680_mediaitem132221919.jpg.webp 480w,https://ichef.bbci.co.uk/news/640/cpsprodpb/21A4/production/_132221680_mediaitem132221919.jpg.webp 640w,https://ichef.bbci.co.uk/news/800/cpsprodpb/21A4/production/_132221680_mediaitem132221919.jpg.webp 800w,https://ichef.bbci.co.uk/news/1024/cpsprodpb/21A4/production/_132221680_mediaitem132221919.jpg.webp 1024w,https://ichef.bbci.co.uk/news/1536/cpsprodpb/21A4/production/_132221680_mediaitem132221919.jpg.webp 1536w""/><h2 class=""sc-70eaf3a9-3 jwHQEU"" data-testid=""card-headline"">Russian strike kills 11 in Ukraine, official says<!-- --></h2><p class=""sc-2c2f2429-4 loBKGz"" data-testid=""card-description"">Five children are among those killed in a missile strike in the east, the local governor says.</p><span class=""sc-ec7fe2bd-1 eIXzYS"" data-testid=""card-metadata-lastupdated"">5 hrs ago</span><span class=""sc-ec7fe2bd-2 grtqrQ"" data-testid=""card-metadata-tag"">Europe</span></a><a class=""sc-4befc967-1 gzOvMy"" data-testid=""internal-link"" href=""/news/world-us-canada-67878504""><h2 class=""sc-70eaf3a9-3 jwHQEU"" data-testid=""card-headline"">What life is like after 48 years wrongfully behind bars<!-- --></h2><p class=""sc-6d72d12a-0 bNzKIA"" data-testid=""card-description"">Glynn Simmons served the longest known wrongful sentence in the US for murder. Now he's tasting freedom.</p><span class=""sc-ec7fe2bd-1 eIXzYS"" data-testid=""card-metadata-lastupdated"">20 hrs ago</span><span class=""sc-ec7fe2bd-2 grtqrQ"" data-testid=""card-metadata-tag"">US &amp; Canada</span></a><a class=""sc-4befc967-1 gzOvMy"" data-testid=""internal-link"" href=""/news/entertainment-arts-67902404""><h2 class=""sc-70eaf3a9-3 jwHQEU"" data-testid=""card-headline"">Gen Z can be 'really annoying', Jodie Foster says<!-- --></h2><p class=""sc-6d72d12a-0 bNzKIA"" data-testid=""card-description"">The Oscar winner says she feels compelled to help young actors ""because it was hard growing up"".</p><span class=""sc-ec7fe2bd-1 eIXzYS"" data-testid=""card-metadata-lastupdated"">7 hrs ago</span><span class=""sc-ec7fe2bd-2 grtqrQ"" data-testid=""card-metadata-tag"">Entertainment &amp; Arts</span></a><a class=""sc-4befc967-1 gzOvMy"" data-testid=""internal-link"" href=""/news/world-us-canada-67900834""><img class=""sc-a898728c-0 haCQWq"" src=""/bbcx/grey-placeholder.png""/><img alt=""Plane with hole in fuselage"" class=""sc-a898728c-0 kbvxap"" loading=""lazy"" sizes=""(min-width: 768px) 33vw, 96vw"" src=""https://ichef.bbci.co.uk/news/480/cpsprodpb/10037/production/_132219556_p0h3f2fx.jpg.webp"" srcset=""https://ichef.bbci.co.uk/news/240/cpsprodpb/10037/production/_132219556_p0h3f2fx.jpg.webp 240w,https://ichef.bbci.co.uk/news/320/cpsprodpb/10037/production/_132219556_p0h3f2fx.jpg.webp 320w,https://ichef.bbci.co.uk/news/480/cpsprodpb/10037/production/_132219556_p0h3f2fx.jpg.webp 480w,https://ichef.bbci.co.uk/news/640/cpsprodpb/10037/production/_132219556_p0h3f2fx.jpg.webp 640w,https://ichef.bbci.co.uk/news/800/cpsprodpb/10037/production/_132219556_p0h3f2fx.jpg.webp 800w,https://ichef.bbci.co.uk/news/1024/cpsprodpb/10037/production/_132219556_p0h3f2fx.jpg.webp 1024w,https://ichef.bbci.co.uk/news/1536/cpsprodpb/10037/production/_132219556_p0h3f2fx.jpg.webp 1536w""/><!--$--><!--/$--><h2 class=""sc-70eaf3a9-3 jwHQEU"" data-testid=""card-headline"">'Trip from hell': Inside plane after part falls off mid-flight<!-- --></h2><p class=""sc-2c2f2429-4 loBKGz"" data-testid=""card-description"">Footage from TikTok shows passengers on an Alaska Airlines flight moments after it lost a section of its fuselage.</p><span class=""sc-ec7fe2bd-1 eIXzYS"" data-testid=""card-metadata-lastupdated"">7 hrs ago</span><span class=""sc-ec7fe2bd-2 grtqrQ"" data-testid=""card-metadata-tag"">US &amp; Canada</span></a><a class=""sc-4befc967-1 gzOvMy"" data-testid=""internal-link"" href=""/news/world-middle-east-67904259""><img class=""sc-a898728c-0 haCQWq"" src=""/bbcx/grey-placeholder.png""/><img alt=""People inspect the site of an Israeli strike on a house in Jabalia, in the northern Gaza Strip, on Wednesday"" class=""sc-a898728c-0 kbvxap"" loading=""lazy"" sizes=""(min-width: 768px) 33vw, 96vw"" src=""https://ichef.bbci.co.uk/news/480/cpsprodpb/15FA6/production/_132222009_mediaitem132222008.jpg.webp"" srcset=""https://ichef.bbci.co.uk/news/240/cpsprodpb/15FA6/production/_132222009_mediaitem132222008.jpg.webp 240w,https://ichef.bbci.co.uk/news/320/cpsprodpb/15FA6/production/_132222009_mediaitem132222008.jpg.webp 320w,https://ichef.bbci.co.uk/news/480/cpsprodpb/15FA6/production/_132222009_mediaitem132222008.jpg.webp 480w,https://ichef.bbci.co.uk/news/640/cpsprodpb/15FA6/production/_132222009_mediaitem132222008.jpg.webp 640w,https://ichef.bbci.co.uk/news/800/cpsprodpb/15FA6/production/_132222009_mediaitem132222008.jpg.webp 800w,https://ichef.bbci.co.uk/news/1024/cpsprodpb/15FA6/production/_132222009_mediaitem132222008.jpg.webp 1024w,https://ichef.bbci.co.uk/news/1536/cpsprodpb/15FA6/production/_132222009_mediaitem132222008.jpg.webp 1536w""/><h2 class=""sc-70eaf3a9-3 jwHQEU"" data-testid=""card-headline"">Hamas command in north Gaza destroyed, Israel says<!-- --></h2><p class=""sc-2c2f2429-4 loBKGz"" data-testid=""card-description"">Three months into the Gaza war, the militants are ""without commanders"" in the area, the IDF say.</p><span class=""sc-ec7fe2bd-1 eIXzYS"" data-testid=""card-metadata-lastupdated"">2 hrs ago</span><span class=""sc-ec7fe2bd-2 grtqrQ"" data-testid=""card-metadata-tag"">Middle East</span></a><a class=""sc-4befc967-1 gzOvMy"" data-testid=""internal-link"" href=""/news/world-europe-67903652""><img class=""sc-a898728c-0 haCQWq"" src=""/bbcx/grey-placeholder.png""/><img alt=""Rescuers work at the site of a Russian missile strike in Pokrovsk"" class=""sc-a898728c-0 kbvxap"" loading=""lazy"" sizes=""(min-width: 768px) 33vw, 96vw"" src=""https://ichef.bbci.co.uk/news/480/cpsprodpb/21A4/production/_132221680_mediaitem132221919.jpg.webp"" srcset=""https://ichef.bbci.co.uk/news/240/cpsprodpb/21A4/production/_132221680_mediaitem132221919.jpg.webp 240w,https://ichef.bbci.co.uk/news/320/cpsprodpb/21A4/production/_132221680_mediaitem132221919.jpg.webp 320w,https://ichef.bbci.co.uk/news/480/cpsprodpb/21A4/production/_132221680_mediaitem132221919.jpg.webp 480w,https://ichef.bbci.co.uk/news/640/cpsprodpb/21A4/production/_132221680_mediaitem132221919.jpg.webp 640w,https://ichef.bbci.co.uk/news/800/cpsprodpb/21A4/production/_132221680_mediaitem132221919.jpg.webp 800w,https://ichef.bbci.co.uk/news/1024/cpsprodpb/21A4/production/_132221680_mediaitem132221919.jpg.webp 1024w,https://ichef.bbci.co.uk/news/1536/cpsprodpb/21A4/production/_132221680_mediaitem132221919.jpg.webp 1536w""/><h2 class=""sc-70eaf3a9-3 jwHQEU"" data-testid=""card-headline"">Russian strike kills 11 in Ukraine, official says<!-- --></h2><p class=""sc-2c2f2429-4 loBKGz"" data-testid=""card-description"">Five children are among those killed in a missile strike in the east, the local governor says.</p><span class=""sc-ec7fe2bd-1 eIXzYS"" data-testid=""card-metadata-lastupdated"">5 hrs ago</span><span class=""sc-ec7fe2bd-2 grtqrQ"" data-testid=""card-metadata-tag"">Europe</span></a></section>",0
"<a class=""sc-4befc967-1 gzOvMy"" data-testid=""internal-link"" href=""/news/world-us-canada-67903655""><img class=""sc-a898728c-0 haCQWq"" src=""/bbcx/grey-placeholder.png""/><img alt=""The view of the ruptured fuselage taken once the plane landed safely"" class=""sc-a898728c-0 kbvxap"" loading=""lazy"" sizes=""(min-width: 768px) 50vw, 100vw"" src=""https://ichef.bbci.co.uk/news/480/cpsprodpb/5B6A/production/_132220432_81602d9cb3df876d092d23574b77fbd4e42a80c20_0_3024_40321500x2000.jpg.webp"" srcset=""https://ichef.bbci.co.uk/news/240/cpsprodpb/5B6A/production/_132220432_81602d9cb3df876d092d23574b77fbd4e42a80c20_0_3024_40321500x2000.jpg.webp 240w,https://ichef.bbci.co.uk/news/320/cpsprodpb/5B6A/production/_132220432_81602d9cb3df876d092d23574b77fbd4e42a80c20_0_3024_40321500x2000.jpg.webp 320w,https://ichef.bbci.co.uk/news/480/cpsprodpb/5B6A/production/_132220432_81602d9cb3df876d092d23574b77fbd4e42a80c20_0_3024_40321500x2000.jpg.webp 480w,https://ichef.bbci.co.uk/news/640/cpsprodpb/5B6A/production/_132220432_81602d9cb3df876d092d23574b77fbd4e42a80c20_0_3024_40321500x2000.jpg.webp 640w,https://ichef.bbci.co.uk/news/800/cpsprodpb/5B6A/production/_132220432_81602d9cb3df876d092d23574b77fbd4e42a80c20_0_3024_40321500x2000.jpg.webp 800w,https://ichef.bbci.co.uk/news/1024/cpsprodpb/5B6A/production/_132220432_81602d9cb3df876d092d23574b77fbd4e42a80c20_0_3024_40321500x2000.jpg.webp 1024w,https://ichef.bbci.co.uk/news/1536/cpsprodpb/5B6A/production/_132220432_81602d9cb3df876d092d23574b77fbd4e42a80c20_0_3024_40321500x2000.jpg.webp 1536w""/><h2 class=""sc-70eaf3a9-3 lkuFhf"" data-testid=""card-headline"">FAA grounds 171 Boeing planes after mid-air blowout<!-- --></h2><p class=""sc-bcf5c03b-0 fsjsPV"" data-testid=""card-description"">It comes after part of the fuselage of an Alaska Airlines Boeing 737 Max 9 fell off, forcing an emergency landing.</p><span class=""sc-ec7fe2bd-1 eIXzYS"" data-testid=""card-metadata-lastupdated"">49 mins ago</span><span class=""sc-ec7fe2bd-2 grtqrQ"" data-testid=""card-metadata-tag"">US &amp; Canada</span><!--$!--><!--/$--></a>",1
"<a class=""sc-4befc967-1 gzOvMy"" data-testid=""internal-link"" href=""/news/world-us-canada-67900834""><img class=""sc-a898728c-0 haCQWq"" src=""/bbcx/grey-placeholder.png""/><img alt=""Plane with hole in fuselage"" class=""sc-a898728c-0 kbvxap"" loading=""lazy"" sizes=""(min-width: 768px) 33vw, 96vw"" src=""https://ichef.bbci.co.uk/news/480/cpsprodpb/10037/production/_132219556_p0h3f2fx.jpg.webp"" srcset=""https://ichef.bbci.co.uk/news/240/cpsprodpb/10037/production/_132219556_p0h3f2fx.jpg.webp 240w,https://ichef.bbci.co.uk/news/320/cpsprodpb/10037/production/_132219556_p0h3f2fx.jpg.webp 320w,https://ichef.bbci.co.uk/news/480/cpsprodpb/10037/production/_132219556_p0h3f2fx.jpg.webp 480w,https://ichef.bbci.co.uk/news/640/cpsprodpb/10037/production/_132219556_p0h3f2fx.jpg.webp 640w,https://ichef.bbci.co.uk/news/800/cpsprodpb/10037/production/_132219556_p0h3f2fx.jpg.webp 800w,https://ichef.bbci.co.uk/news/1024/cpsprodpb/10037/production/_132219556_p0h3f2fx.jpg.webp 1024w,https://ichef.bbci.co.uk/news/1536/cpsprodpb/10037/production/_132219556_p0h3f2fx.jpg.webp 1536w""/><!--$--><!--/$--><h2 class=""sc-70eaf3a9-3 jwHQEU"" data-testid=""card-headline"">'Trip from hell': Inside plane after part falls off mid-flight<!-- --></h2><p class=""sc-2c2f2429-4 loBKGz"" data-testid=""card-description"">Footage from TikTok shows passengers on an Alaska Airlines flight moments after it lost a section of its fuselage.</p><span class=""sc-ec7fe2bd-1 eIXzYS"" data-testid=""card-metadata-lastupdated"">7 hrs ago</span><span class=""sc-ec7fe2bd-2 grtqrQ"" data-testid=""card-metadata-tag"">US &amp; Canada</span></a>",1
"<a class=""sc-4befc967-1 gzOvMy"" data-testid=""internal-link"" href=""/news/world-europe-67903652""><img class=""sc-a898728c-0 haCQWq"" src=""/bbcx/grey-placeholder.png""/><img alt=""Rescuers work at the site of a Russian missile strike in Pokrovsk"" class=""sc-a898728c-0 kbvxap"" loading=""lazy"" sizes=""(min-width: 768px) 33vw, 96vw"" src=""https://ichef.bbci.co.uk/news/480/cpsprodpb/21A4/production/_132221680_mediaitem132221919.jpg.webp"" srcset=""https://ichef.bbci.co.uk/news/240/cpsprodpb/21A4/production/_132221680_mediaitem132221919.jpg.webp 240w,https://ichef.bbci.co.uk/news/320/cpsprodpb/21A4/production/_132221680_mediaitem132221919.jpg.webp 320w,https://ichef.bbci.co.uk/news/480/cpsprodpb/21A4/production/_132221680_mediaitem132221919.jpg.webp 480w,https://ichef.bbci.co.uk/news/640/cpsprodpb/21A4/production/_132221680_mediaitem132221919.jpg.webp 640w,https://ichef.bbci.co.uk/news/800/cpsprodpb/21A4/production/_132221680_mediaitem132221919.jpg.webp 800w,https://ichef.bbci.co.uk/news/1024/cpsprodpb/21A4/production/_132221680_mediaitem132221919.jpg.webp 1024w,https://ichef.bbci.co.uk/news/1536/cpsprodpb/21A4/production/_132221680_mediaitem132221919.jpg.webp 1536w""/><h2 class=""sc-70eaf3a9-3 jwHQEU"" data-testid=""card-headline"">Russian strike kills 11 in Ukraine, official says<!-- --></h2><p class=""sc-2c2f2429-4 loBKGz"" data-testid=""card-description"">Five children are among those killed in a missile strike in the east, the local governor says.</p><span class=""sc-ec7fe2bd-1 eIXzYS"" data-testid=""card-metadata-lastupdated"">5 hrs ago</span><span class=""sc-ec7fe2bd-2 grtqrQ"" data-testid=""card-metadata-tag"">Europe</span></a>",1
"<a class=""sc-4befc967-1 gzOvMy"" data-testid=""internal-link"" href=""/news/world-us-canada-67878504""><h2 class=""sc-70eaf3a9-3 jwHQEU"" data-testid=""card-headline"">What life is like after 48 years wrongfully behind bars<!-- --></h2><p class=""sc-6d72d12a-0 bNzKIA"" data-testid=""card-description"">Glynn Simmons served the longest known wrongful sentence in the US for murder. Now he's tasting freedom.</p><span class=""sc-ec7fe2bd-1 eIXzYS"" data-testid=""card-metadata-lastupdated"">20 hrs ago</span><span class=""sc-ec7fe2bd-2 grtqrQ"" data-testid=""card-metadata-tag"">US &amp; Canada</span></a>",1
"<a class=""sc-4befc967-1 gzOvMy"" data-testid=""internal-link"" href=""/news/entertainment-arts-67902404""><h2 class=""sc-70eaf3a9-3 jwHQEU"" data-testid=""card-headline"">Gen Z can be 'really annoying', Jodie Foster says<!-- --></h2><p class=""sc-6d72d12a-0 bNzKIA"" data-testid=""card-description"">The Oscar winner says she feels compelled to help young actors ""because it was hard growing up"".</p><span class=""sc-ec7fe2bd-1 eIXzYS"" data-testid=""card-metadata-lastupdated"">7 hrs ago</span><span class=""sc-ec7fe2bd-2 grtqrQ"" data-testid=""card-metadata-tag"">Entertainment &amp; Arts</span></a>",1
"<a class=""sc-4befc967-1 gzOvMy"" data-testid=""internal-link"" href=""/news/world-us-canada-67900834""><img class=""sc-a898728c-0 haCQWq"" src=""/bbcx/grey-placeholder.png""/><img alt=""Plane with hole in fuselage"" class=""sc-a898728c-0 kbvxap"" loading=""lazy"" sizes=""(min-width: 768px) 33vw, 96vw"" src=""https://ichef.bbci.co.uk/news/480/cpsprodpb/10037/production/_132219556_p0h3f2fx.jpg.webp"" srcset=""https://ichef.bbci.co.uk/news/240/cpsprodpb/10037/production/_132219556_p0h3f2fx.jpg.webp 240w,https://ichef.bbci.co.uk/news/320/cpsprodpb/10037/production/_132219556_p0h3f2fx.jpg.webp 320w,https://ichef.bbci.co.uk/news/480/cpsprodpb/10037/production/_132219556_p0h3f2fx.jpg.webp 480w,https://ichef.bbci.co.uk/news/640/cpsprodpb/10037/production/_132219556_p0h3f2fx.jpg.webp 640w,https://ichef.bbci.co.uk/news/800/cpsprodpb/10037/production/_132219556_p0h3f2fx.jpg.webp 800w,https://ichef.bbci.co.uk/news/1024/cpsprodpb/10037/production/_132219556_p0h3f2fx.jpg.webp 1024w,https://ichef.bbci.co.uk/news/1536/cpsprodpb/10037/production/_132219556_p0h3f2fx.jpg.webp 1536w""/><!--$--><!--/$--><h2 class=""sc-70eaf3a9-3 jwHQEU"" data-testid=""card-headline"">'Trip from hell': Inside plane after part falls off mid-flight<!-- --></h2><p class=""sc-2c2f2429-4 loBKGz"" data-testid=""card-description"">Footage from TikTok shows passengers on an Alaska Airlines flight moments after it lost a section of its fuselage.</p><span class=""sc-ec7fe2bd-1 eIXzYS"" data-testid=""card-metadata-lastupdated"">7 hrs ago</span><span class=""sc-ec7fe2bd-2 grtqrQ"" data-testid=""card-metadata-tag"">US &amp; Canada</span></a>",1
"<a class=""sc-4befc967-1 gzOvMy"" data-testid=""internal-link"" href=""/news/world-middle-east-67904259""><img class=""sc-a898728c-0 haCQWq"" src=""/bbcx/grey-placeholder.png""/><img alt=""People inspect the site of an Israeli strike on a house in Jabalia, in the northern Gaza Strip, on Wednesday"" class=""sc-a898728c-0 kbvxap"" loading=""lazy"" sizes=""(min-width: 768px) 33vw, 96vw"" src=""https://ichef.bbci.co.uk/news/480/cpsprodpb/15FA6/production/_132222009_mediaitem132222008.jpg.webp"" srcset=""https://ichef.bbci.co.uk/news/240/cpsprodpb/15FA6/production/_132222009_mediaitem132222008.jpg.webp 240w,https://ichef.bbci.co.uk/news/320/cpsprodpb/15FA6/production/_132222009_mediaitem132222008.jpg.webp 320w,https://ichef.bbci.co.uk/news/480/cpsprodpb/15FA6/production/_132222009_mediaitem132222008.jpg.webp 480w,https://ichef.bbci.co.uk/news/640/cpsprodpb/15FA6/production/_132222009_mediaitem132222008.jpg.webp 640w,https://ichef.bbci.co.uk/news/800/cpsprodpb/15FA6/production/_132222009_mediaitem132222008.jpg.webp 800w,https://ichef.bbci.co.uk/news/1024/cpsprodpb/15FA6/production/_132222009_mediaitem132222008.jpg.webp 1024w,https://ichef.bbci.co.uk/news/1536/cpsprodpb/15FA6/production/_132222009_mediaitem132222008.jpg.webp 1536w""/><h2 class=""sc-70eaf3a9-3 jwHQEU"" data-testid=""card-headline"">Hamas command in north Gaza destroyed, Israel says<!-- --></h2><p class=""sc-2c2f2429-4 loBKGz"" data-testid=""card-description"">Three months into the Gaza war, the militants are ""without commanders"" in the area, the IDF say.</p><span class=""sc-ec7fe2bd-1 eIXzYS"" data-testid=""card-metadata-lastupdated"">2 hrs ago</span><span class=""sc-ec7fe2bd-2 grtqrQ"" data-testid=""card-metadata-tag"">Middle East</span></a>",1
"<a class=""sc-4befc967-1 gzOvMy"" data-testid=""internal-link"" href=""/news/world-europe-67903652""><img class=""sc-a898728c-0 haCQWq"" src=""/bbcx/grey-placeholder.png""/><img alt=""Rescuers work at the site of a Russian missile strike in Pokrovsk"" class=""sc-a898728c-0 kbvxap"" loading=""lazy"" sizes=""(min-width: 768px) 33vw, 96vw"" src=""https://ichef.bbci.co.uk/news/480/cpsprodpb/21A4/production/_132221680_mediaitem132221919.jpg.webp"" srcset=""https://ichef.bbci.co.uk/news/240/cpsprodpb/21A4/production/_132221680_mediaitem132221919.jpg.webp 240w,https://ichef.bbci.co.uk/news/320/cpsprodpb/21A4/production/_132221680_mediaitem132221919.jpg.webp 320w,https://ichef.bbci.co.uk/news/480/cpsprodpb/21A4/production/_132221680_mediaitem132221919.jpg.webp 480w,https://ichef.bbci.co.uk/news/640/cpsprodpb/21A4/production/_132221680_mediaitem132221919.jpg.webp 640w,https://ichef.bbci.co.uk/news/800/cpsprodpb/21A4/production/_132221680_mediaitem132221919.jpg.webp 800w,https://ichef.bbci.co.uk/news/1024/cpsprodpb/21A4/production/_132221680_mediaitem132221919.jpg.webp 1024w,https://ichef.bbci.co.uk/news/1536/cpsprodpb/21A4/production/_132221680_mediaitem132221919.jpg.webp 1536w""/><h2 class=""sc-70eaf3a9-3 jwHQEU"" data-testid=""card-headline"">Russian strike kills 11 in Ukraine, official says<!-- --></h2><p class=""sc-2c2f2429-4 loBKGz"" data-testid=""card-description"">Five children are among those killed in a missile strike in the east, the local governor says.</p><span class=""sc-ec7fe2bd-1 eIXzYS"" data-testid=""card-metadata-lastupdated"">5 hrs ago</span><span class=""sc-ec7fe2bd-2 grtqrQ"" data-testid=""card-metadata-tag"">Europe</span></a>",1
"<section class=""sc-86aa332-1 iOkyKB"" data-analytics-group=""true"" data-analytics_group_item_count=""4"" data-analytics_group_name="""" data-analytics_group_position=""2"" data-analytics_group_type=""ohio-4"" data-testid=""ohio-section-outer-4""><a class=""sc-4befc967-1 gzOvMy"" data-testid=""internal-link"" href=""/news/world-asia-67901810""><h2 class=""sc-70eaf3a9-3 jwHQEU"" data-testid=""card-headline"">Survivor in her 90s found days after Japan quake<!-- --></h2><span class=""sc-ec7fe2bd-1 eIXzYS"" data-testid=""card-metadata-lastupdated"">5 hrs ago</span><span class=""sc-ec7fe2bd-2 grtqrQ"" data-testid=""card-metadata-tag"">Asia</span></a><a class=""sc-4befc967-1 gzOvMy"" data-testid=""internal-link"" href=""/news/world-us-canada-67899435""><h2 class=""sc-70eaf3a9-3 jwHQEU"" data-testid=""card-headline"">Supreme Court to rule if Trump can run for president<!-- --></h2><span class=""sc-ec7fe2bd-1 eIXzYS"" data-testid=""card-metadata-lastupdated"">18 hrs ago</span><span class=""sc-ec7fe2bd-2 grtqrQ"" data-testid=""card-metadata-tag"">US &amp; Canada</span></a><a class=""sc-4befc967-1 gzOvMy"" data-testid=""internal-link"" href=""/news/world-67902806""><h2 class=""sc-70eaf3a9-3 jwHQEU"" data-testid=""card-headline"">Justin Trudeau's official plane breaks down, again<!-- --></h2><span class=""sc-ec7fe2bd-1 eIXzYS"" data-testid=""card-metadata-lastupdated"">7 hrs ago</span><span class=""sc-ec7fe2bd-2 grtqrQ"" data-testid=""card-metadata-tag"">World</span></a><a class=""sc-4befc967-1 gzOvMy"" data-testid=""internal-link"" href=""/news/world-europe-67901567""><h2 class=""sc-70eaf3a9-3 jwHQEU"" data-testid=""card-headline"">Russian move on Ukrainian children sparks outcry<!-- --></h2><span class=""sc-ec7fe2bd-1 eIXzYS"" data-testid=""card-metadata-lastupdated"">8 hrs ago</span><span class=""sc-ec7fe2bd-2 grtqrQ"" data-testid=""card-metadata-tag"">Europe</span></a></section>",0
"<a class=""sc-4befc967-1 gzOvMy"" data-testid=""internal-link"" href=""/news/world-asia-67901810""><h2 class=""sc-70eaf3a9-3 jwHQEU"" data-testid=""card-headline"">Survivor in her 90s found days after Japan quake<!-- --></h2><span class=""sc-ec7fe2bd-1 eIXzYS"" data-testid=""card-metadata-lastupdated"">5 hrs ago</span><span class=""sc-ec7fe2bd-2 grtqrQ"" data-testid=""card-metadata-tag"">Asia</span></a>",1
